Pipe DN,Pipe Schedule,Lumped Mass,Flange Class,Length,Length2
50,STD,25,150,2.295359038907147,2.7527310945335035
50,STD,25,300,3.415182761318935,2.528571237544677
50,STD,25,300,1.1919468503967174,4.371624365652761
50,STD,25,300,3.6956496602284536,4.4749772139335855
50,STD,25,300,1.4922065726406721,2.918553173755905
50,STD,25,300,4.824568451064969,0.9675227006817047
50,STD,25,600,0.9235078553508866,1.2080454990061575
50,STD,25,600,4.0919444776282905,4.36838580087577
50,STD,25,600,1.9684786168447215,0.7858163451470461
50,STD,25,600,0.6978000325629268,0.7595516713771389
50,STD,25,600,3.736493245831454,4.7061855490623845
50,STD,50,150,4.984024016401017,3.9778370587933205
50,STD,50,150,0.345086022681976,4.78324031755778
50,STD,50,150,1.416594921440486,2.7272624332097877
50,STD,50,150,2.471046474052723,1.6716797451473469
50,STD,50,150,3.8967165382629183,3.880169092153221
50,STD,50,300,4.870765577308117,3.440607725902711
50,STD,50,300,4.60495089077043,2.7759923715143353
50,STD,50,300,3.0609998709335384,4.903391206616851
50,STD,50,300,2.388564042055806,0.5551036802075873
50,STD,50,300,2.373056918672875,2.6738866948674342
50,STD,50,600,3.5617594456226684,3.429813768669242
50,STD,50,600,3.7152125764350767,3.316150562463973
50,STD,50,600,3.7532439601001277,3.8197824373663254
50,STD,50,600,2.105836489260607,0.31072103532959267
50,STD,50,600,4.743360783786397,3.572242413114493
50,STD,100,150,4.030245544607161,2.419589411158498
50,STD,100,150,1.5117289276765182,0.9144377583149499
50,STD,100,150,3.291488627304519,1.117578253644297
50,STD,100,150,4.272160459741447,0.4843354790009706
50,STD,100,150,0.33654319873239125,0.5672401566733879
50,STD,100,300,0.6620704893182752,1.5747022628684286
50,STD,100,300,4.950298153203811,1.8204913181737095
50,STD,100,300,4.017535557496994,1.5580924696316243
50,STD,100,300,3.7633706874296182,1.5807247958068955
50,STD,100,300,4.372032275026517,4.593404923644862
50,STD,100,600,1.3845443750355682,3.9050209750566096
50,STD,100,600,0.7958605727080554,2.5087192515609664
50,STD,100,600,3.791795766287805,4.179441762044556
50,STD,100,600,2.533234813298372,2.1958670618574376
50,STD,100,600,3.8703683212824433,3.7783767479614445
50,STD,250,150,2.5841677220850254,0.3537199155250789
50,STD,250,150,1.5968888175097606,4.035344289146187
50,STD,250,150,2.094381825749009,3.55761945266114
50,STD,250,150,3.4781465730104397,4.881177420954695
50,STD,250,150,3.761413844264733,4.66467839421733
50,STD,250,300,4.861842067432722,4.723826967721654
50,STD,250,300,3.5024047784604124,2.9780118213583053
50,STD,250,300,2.605124394689475,0.6424687716945605
50,STD,250,300,0.9034952378273158,2.2770688836321704
50,STD,250,300,2.6680053797920924,1.3230479021396446
50,STD,250,600,2.2254447890504916,3.664535151815872
50,STD,250,600,1.5013076662483584,4.208740949721053
50,STD,250,600,3.204910323376596,4.713897669496412
50,STD,250,600,4.50656790835602,2.9261939574129228
50,STD,250,600,3.4372612372624674,3.537774296599945
50,STD,500,150,3.006510772781895,3.3879603991271594
50,STD,500,150,3.348986266170882,3.8431300593112274
50,STD,500,150,4.817060798920474,2.06097745798865
50,STD,500,150,4.362535462268468,1.2469803247741953
50,STD,500,150,3.9788252502748125,0.9970586877895391
50,STD,500,300,1.7621856061292605,4.8219385303155695
50,STD,500,300,1.5779951440341604,0.6706999002917089
50,STD,500,300,4.799688548241505,4.809248136470921
50,STD,500,300,2.7272805960495607,3.1235079829625483
50,STD,500,300,2.261899977561309,2.291454367354454
50,STD,500,600,3.302656424466009,3.266525749782673
50,STD,500,600,3.5407785967121725,3.111639673238114
50,STD,500,600,3.911886526007235,0.38752818903717456
50,STD,500,600,2.381416562182447,1.6414173871027133
50,STD,500,600,4.771178103559614,1.1986488527676336
50,80,0,150,2.8041190400624436,4.917797613402822
50,80,0,150,1.7737384819640805,0.3508965884275743
50,80,0,150,1.2565536983617343,4.868207012097194
50,80,0,150,4.931133807067117,0.700854137120136
50,80,0,150,2.498844293770279,1.840001680629049
50,80,0,300,3.603767336369929,2.794959247587117
50,80,0,300,1.0266392138259406,1.640313969246276
50,80,0,300,3.7356971164388484,3.029363666408512
50,80,0,300,3.4047544049603338,1.2257777705057897
50,80,0,300,3.761214782001737,3.8116402803979037
50,80,0,600,4.561439666964154,4.947372115224943
50,80,0,600,4.028586674160351,1.897273137229631
50,80,0,600,2.1563577366307056,4.9103020221103675
50,80,0,600,4.63413192549902,2.3867480446921046
50,80,0,600,0.4924429893920352,2.1918416855821974
50,80,25,150,4.033407912780074,1.0269550091242183
50,80,25,150,4.23846675225535,0.6404247137173311
50,80,25,150,2.847055454959369,1.9701472909449966
50,80,25,150,3.262749339536208,2.7208394173472135
50,80,25,150,4.870674417047262,3.6828857123621566
50,80,25,300,2.1680024100646307,4.945943696234756
50,80,25,300,2.666636495036079,3.891778609124358
50,80,25,300,2.5562433873445958,0.745011643364172
50,80,25,300,3.6366181853776367,4.784473130865241
50,80,25,300,0.38294635680318323,1.9152840915006333
50,80,25,600,0.5989446016542166,0.6438611841043573
50,80,25,600,0.8497751728562626,2.207838192828058
50,80,25,600,4.205160451381841,2.224328825971738
50,80,25,600,1.7393178349179685,0.5372064402665895
50,80,25,600,3.182480770724583,1.7784153430099419
50,80,50,150,2.901692099151586,4.413172167702833
50,80,50,150,3.99957256190689,1.3508348961380017
50,80,50,150,4.17594557763133,1.563394164372463
50,80,50,150,4.150299065169027,0.7275820706690346
50,80,50,150,0.5654755416070965,3.921148734103665
50,80,50,300,4.484574388566596,3.517836173354224
50,80,50,300,4.773373349022256,1.3334637986849076
50,80,50,300,1.339260056097758,0.7529689979143749
50,80,50,300,3.942373323301595,1.7910391569684603
50,80,50,300,2.251269691326412,1.3003893486332305
50,80,50,600,2.479273597262154,0.7385496616932157
50,80,50,600,3.5025660041896125,0.38045069200000037
50,80,50,600,4.684058660215786,3.784174778421553
50,80,50,600,4.330558804936561,3.6651218397161522
50,80,50,600,4.803551777675781,1.3563045379193106
50,80,100,150,3.277936633535229,1.2693057911506578
50,80,100,150,0.6130711340530264,2.010845101082663
50,80,100,150,4.395619697024324,1.3880475659641662
50,80,100,150,1.9960929459004115,4.77946554265021
50,80,100,150,3.3054831529754702,1.5750417319158996
50,80,100,300,4.564778335518675,4.18655178052396
50,80,100,300,2.6831320960910836,4.338776863470114
50,80,100,300,4.338459979360595,3.576278765731207
50,80,100,300,4.984974369203147,3.977685068544555
50,80,100,300,4.992795577791867,0.4168258615171354
50,80,100,600,1.6931900200290109,2.3495017212846725
50,80,100,600,1.488910624484196,2.945416603975563
50,80,100,600,1.3235515370344582,2.6750529735532873
50,80,100,600,2.4928384358454543,3.0359997481958962
50,80,100,600,4.420320562983415,3.5638884279408414
50,80,250,150,2.3610001464871417,2.022423270550433
50,80,250,150,1.3139960441498342,3.5513404705532023
50,80,250,150,2.618879823654096,4.072752071443247
50,80,250,150,4.647664782007472,3.6509359972567443
50,80,250,150,0.830845299894476,3.980018993545425
50,80,250,300,2.116566499446679,2.5437338331046964
50,80,250,300,2.1741110046399257,0.6241039070608945
50,80,250,300,1.7473936587194077,4.2580710064777065
50,80,250,300,0.5583267241519057,3.8032667390731376
50,80,250,300,1.2941432174980245,3.3827967511696873
50,80,250,600,4.703679924763271,2.498519481176572
50,80,250,600,1.4293506408255645,1.6887676876600364
50,80,250,600,0.36982571210940784,2.06306631510195
50,80,250,600,2.302650533945711,3.4518328613814444
50,80,250,600,3.2204378169191044,2.481637564129945
50,80,500,150,1.9970724272030398,0.7325348778214253
50,80,500,150,4.807085066131684,2.869361858910119
50,80,500,150,1.014263196388709,4.858679037191452
50,80,500,150,4.771776983790638,1.4791034291361893
50,80,500,150,2.5493392731168965,3.5428570645828548
50,80,500,300,4.094931124140958,2.4559928630058705
50,80,500,300,3.2747896724789634,2.785014211806941
50,80,500,300,1.142820213397466,3.022023524175377
50,80,500,300,0.47464955126191366,4.705941428875707
50,80,500,300,4.749098279818742,4.295694043118905
50,80,500,600,4.483841018649712,4.299642399361447
50,80,500,600,3.735861274628441,1.297747562349073
50,80,500,600,2.456106658059554,3.799316658156171
50,80,500,600,2.2739803544262513,3.887528895879101
50,80,500,600,4.24429866710296,0.9528958242050087
50,XS,0,150,2.5738458349276176,1.608976146607821
50,XS,0,150,2.19158762753594,2.86769380939511
50,XS,0,150,2.087768981976779,3.6752426187142446
50,XS,0,150,4.748370161155829,0.9062631750490944
50,XS,0,150,3.3684634640166813,4.169257745139697
50,XS,0,300,1.0958943382011692,1.9424580865379026
50,XS,0,300,3.7743870169766716,4.907639341817429
50,XS,0,300,2.0869686408884185,3.46293979463217
50,XS,0,300,4.091829143830085,3.7322385220087044
50,XS,0,300,2.051217026853396,2.118071840821453
50,XS,0,600,1.272361003698106,1.2672461612806918
50,XS,0,600,2.6057252288701878,1.9769338203902556
50,XS,0,600,1.2039035814725203,1.945739705511787
50,XS,0,600,1.166012690520869,1.9249358890336115
50,XS,0,600,1.7135296918822172,1.9601977097422638
50,XS,25,150,3.083186245880297,0.5465255189423628
50,XS,25,150,2.631745914614541,1.209934273532158
50,XS,25,150,4.608264239488806,1.426760530314805
50,XS,25,150,3.3402704178348137,4.241404547631355
50,XS,25,150,0.9131820485450008,3.293051175847646
50,XS,25,300,4.129061270321228,2.253855851187994
50,XS,25,300,1.3003012134532987,3.3852404929578674
50,XS,25,300,0.49607164914321455,4.151513786023978
50,XS,25,300,1.9431628016090807,2.59948317866033
50,XS,25,300,3.5774694681740256,0.8094215589199558
50,XS,25,600,1.5372748251782173,3.609590969049722
50,XS,25,600,1.803231550092411,4.381677589009793
50,XS,25,600,4.802161657104175,3.4991383184010294
50,XS,25,600,4.924958938797912,2.6541478064257853
50,XS,25,600,3.291361790717331,0.6083098456873403
50,XS,50,150,3.838665806396527,1.7015920511617884
50,XS,50,150,4.822549372507796,4.7854206376856885
50,XS,50,150,4.177789948148826,2.225888451298022
50,XS,50,150,1.3351340893181052,4.572096874272065
50,XS,50,150,1.4191115911743954,3.7526284759614015
50,XS,50,300,1.7602999276295532,0.7032358836315065
50,XS,50,300,4.908392257763746,2.4426128631872857
50,XS,50,300,3.302456637043199,2.1554754878017826
50,XS,50,300,4.553116439488442,3.9183455215128635
50,XS,50,300,0.36435585487903804,2.936461781938854
50,XS,50,600,3.903497572474112,2.6067889895704064
50,XS,50,600,0.3206714893134754,1.5682660099186223
50,XS,50,600,0.5034538235820434,4.48360298562186
50,XS,50,600,0.3228857367806628,1.497901250718171
50,XS,50,600,1.272662977044288,0.5357967560973538
50,XS,100,150,1.848502365109069,2.671695924723627
50,XS,100,150,4.810331964704436,1.462421708762222
50,XS,100,150,4.57174541865387,3.3147267455056046
50,XS,100,150,3.047222566548477,3.789696592127111
50,XS,100,150,4.1140745268597465,4.455948607243546
50,XS,100,300,0.45101252220960886,4.077792993888538
50,XS,100,300,3.853519667873256,4.827861592202994
50,XS,100,300,0.6958444941947719,3.2732840217564494
50,XS,100,300,1.128834142537099,1.9674719782798273
50,XS,100,300,4.669994496605014,0.34443496467923285
50,XS,100,600,1.5226650084345246,2.417695402665064
50,XS,100,600,4.040412950599567,3.3360145136115262
50,XS,100,600,2.7890244349065716,2.3786063530502086
50,XS,100,600,3.5967472851632767,2.950652111174034
50,XS,100,600,3.545875288159533,1.1285809822647261
50,XS,250,150,2.53895496496925,4.104595162041682
50,XS,250,150,3.6786700175939475,4.4338211864533905
50,XS,250,150,1.5085832468913167,4.8347548332287715
50,XS,250,150,1.8127699082441295,2.7152581820623864
50,XS,250,150,4.055100783986536,2.98965063376782
50,XS,250,300,0.5383890815079618,0.35093228807734905
50,XS,250,300,1.5395928962654253,0.3918213228514147
50,XS,250,300,1.2774887190194062,2.5567543233761256
50,XS,250,300,1.3455803763343628,2.309139611808146
50,XS,250,300,3.4108441444427355,1.6484509164848427
50,XS,250,600,0.8782590765501959,0.9548400732738516
50,XS,250,600,2.151175735137364,4.033948465857609
50,XS,250,600,3.1792147610382866,1.6975684224486858
50,XS,250,600,1.807281673583608,3.701661152098272
50,XS,250,600,1.7839460741631574,3.2034565697379764
50,XS,500,150,3.1497030556710457,1.1710296262896236
50,XS,500,150,4.216035268999865,3.121635057864242
50,XS,500,150,2.259237257623748,3.3231538927183046
50,XS,500,150,0.5269563985495092,4.657782723688036
50,XS,500,150,4.457834893629005,3.3757687881487324
50,XS,500,300,4.384222207389937,2.4308893944213765
50,XS,500,300,2.027378782581068,4.605480694674684
50,XS,500,300,3.2836697688486547,3.4481408780505363
50,XS,500,300,2.4342966139021813,1.2777586780231507
50,XS,500,300,3.645446365977988,2.528063222350135
50,XS,500,600,0.909397955257456,4.172104464568763
50,XS,500,600,0.7108287319071136,3.37522152897628
50,XS,500,600,4.796483772596931,0.505267792733431
50,XS,500,600,4.422083151099841,1.2778659210163885
50,XS,500,600,1.0336687565160028,4.243894549324636
50,XXS,0,150,1.018490406497965,1.6113367872751514
50,XXS,0,150,2.066239048410703,4.976862956249532
50,XXS,0,150,0.8912658085557126,2.692278999840283
50,XXS,0,150,4.4119517377204325,2.090693697857151
50,XXS,0,150,4.572552734824068,0.3263670748575384
50,XXS,0,300,0.5548903608539943,2.819125332652915
50,XXS,0,300,4.674448936425225,3.5496211477652273
50,XXS,0,300,4.425330169350369,4.095598303151967
50,XXS,0,300,4.194153074656143,4.656611109906703
50,XXS,0,300,3.406670977540888,2.2163601608194115
50,XXS,0,600,0.9433641049351584,4.357014599072421
50,XXS,0,600,2.214442916923311,3.4933931303708228
50,XXS,0,600,4.722394570881104,2.3246931647173916
50,XXS,0,600,1.7859312929987243,4.4078676164322745
50,XXS,0,600,0.9825963074285822,2.842342248767147
50,XXS,25,150,1.0899700706953963,0.8518494628122397
50,XXS,25,150,2.7838418025178715,2.0820531786253245
50,XXS,25,150,0.390458756903317,4.055490477359311
50,XXS,25,150,3.4836233114845045,1.7274533863201522
50,XXS,25,150,0.813976079598816,3.852051729136097
50,XXS,25,300,2.05296875117819,2.16551354672049
50,XXS,25,300,0.9346076545633548,0.7108635371734489
50,XXS,25,300,3.4432890300322434,1.1142843404281273
50,XXS,25,300,1.4356311072839265,0.3597164061934157
50,XXS,25,300,3.6086308349435576,0.6850367787445357
50,XXS,25,600,3.252908947038795,4.679642296087406
50,XXS,25,600,1.921181977576918,1.7198141514681982
50,XXS,25,600,0.5121300534319191,2.125305682564052
50,XXS,25,600,4.9972538362848935,3.784419942264301
50,XXS,25,600,3.3198780356481024,2.051432836931878
50,XXS,50,150,0.33300282789873714,2.7536787737907162
50,XXS,50,150,3.812684407897333,4.017743968065522
50,XXS,50,150,2.101735019490071,1.600089827243808
50,XXS,50,150,0.5075357102586282,3.6831116031225877
50,XXS,50,150,1.3006154226063449,1.5534139097585942
50,XXS,50,300,4.527230336834,2.5030399135648174
50,XXS,50,300,1.2281023876691626,1.8895145714274717
50,XXS,50,300,0.7283697331967556,4.6846361814179
50,XXS,50,300,1.2891600367991394,0.305639123155954
50,XXS,50,300,4.967265528970113,1.5923070035598927
50,XXS,50,600,3.258370687268045,3.2236632313162805
50,XXS,50,600,2.9649538334037735,2.4804479440927567
50,XXS,50,600,2.841013236506766,2.690316319391766
50,XXS,50,600,4.329378243443207,1.4392345007262668
50,XXS,50,600,2.8088715341783956,0.5777294539088267
50,XXS,100,150,3.429049961560435,0.4480739131353879
50,XXS,100,150,4.068159198646519,1.4602110186363113
50,XXS,100,150,4.773739115691941,3.8464651413918287
50,XXS,100,150,0.47822187234789726,2.862831072670861
50,XXS,100,150,1.5664647094817594,3.2311463513085283
50,XXS,100,300,3.9000096883203743,1.8337817475934193
50,XXS,100,300,3.015176294673924,4.004172269058892
50,XXS,100,300,2.036572256131563,4.126315155008831
50,XXS,100,300,3.5034408383585567,4.1151293124275945
50,XXS,100,300,3.1995646579204773,1.8698446250264875
50,XXS,100,600,1.8056515048220336,4.486257755120335
50,XXS,100,600,3.7127058668540465,1.1481536828508299
50,XXS,100,600,1.3515318012678064,0.5340321954493342
50,XXS,100,600,4.3419180043912275,3.9012220753383766
50,XXS,100,600,0.43130223616220575,3.7392015393644185
50,XXS,250,150,3.2166745942198443,2.0861230912063826
50,XXS,250,150,3.3659920122516294,3.3306776369174655
50,XXS,250,150,3.3982969599998167,4.907018199382552
50,XXS,250,150,4.064902270534609,1.19321402574187
50,XXS,250,150,1.8841317461382672,2.8944327494838715
50,XXS,250,300,0.3441772269804062,1.0259278482209437
50,XXS,250,300,4.302442123692518,4.268883162031921
50,XXS,250,300,4.04613044086762,4.148390205651119
50,XXS,250,300,2.7090263113726603,1.6118585469480697
50,XXS,250,300,4.393712091078775,1.8498860158078068
50,XXS,250,600,2.2039796542402352,0.5456925605119731
50,XXS,250,600,4.267769885333639,4.113214372247666
50,XXS,250,600,3.7111548784075348,4.50866698033251
50,XXS,250,600,3.2590241335888606,3.125610039232331
50,XXS,250,600,4.917418761071723,1.195448801396343
50,XXS,500,150,4.910034286492335,4.475361999729015
50,XXS,500,150,4.3749923500809835,0.8810499723269218
50,XXS,500,150,2.0022170052115347,0.560586543668488
50,XXS,500,150,0.3777237507228798,3.3872921906835285
50,XXS,500,150,4.4390394835291,0.754431376965074
50,XXS,500,300,0.4931948165879797,1.8463647321853771
50,XXS,500,300,1.9328994148760328,4.101222719395284
50,XXS,500,300,1.59557417897103,2.2954880284334704
50,XXS,500,300,4.998441835989468,4.288816961821378
50,XXS,500,300,1.3619590691407968,3.507401472681439
50,XXS,500,600,1.6135702544254056,1.9601964892243187
50,XXS,500,600,1.9707260240775282,1.766327839628414
50,XXS,500,600,0.6817435993207988,4.757638624693745
50,XXS,500,600,2.8899921695807627,3.959133606609588
50,XXS,500,600,0.6292729604581646,0.9904871827958579
65,40,0,150,3.179116341219284,2.537140096529182
65,40,0,150,0.6220658736194862,4.029725264326497
65,40,0,150,4.362557446851994,1.5812858413895206
65,40,0,150,4.801311653284149,0.9103655517404667
65,40,0,150,2.089943570461718,0.9798365228658299
65,40,0,300,3.1421084493649203,4.774460065236218
65,40,0,300,2.193573507842401,1.8213954398167171
65,40,0,300,4.10917337997538,3.390481360845119
65,40,0,300,0.7662400021162237,2.795244521584519
65,40,0,300,4.835691717814949,2.977923624363802
65,40,0,600,4.387550693115187,1.9292223229572705
65,40,0,600,2.804602090803313,2.652507264373093
65,40,0,600,3.309211592295287,2.228905090246349
65,40,0,600,4.084016049707131,0.945418873839881
65,40,0,600,2.5997619050834238,2.636103007021483
65,40,25,150,1.7432911465284644,2.169177608507335
65,40,25,150,1.1432633801779115,1.1068089022859207
65,40,25,150,3.7496695355795184,3.708101257470718
65,40,25,150,3.5644547473772152,4.598456612037578
65,40,25,150,2.776736157490334,4.939320877132381
65,40,25,300,4.6323030933045795,0.8803268180506867
65,40,25,300,1.5742173728526316,4.7652821731392905
65,40,25,300,1.6917895062917239,2.720170096389015
65,40,25,300,1.7014715649470074,1.4590495286919618
65,40,25,300,1.942185874730598,1.8639980366939175
65,40,25,600,3.573959359125011,3.1760299825125498
65,40,25,600,0.9185139203528327,4.344719982872742
65,40,25,600,3.3266696599551677,2.8035648751925204
65,40,25,600,3.5809553831299272,1.427061770535628
65,40,25,600,0.3507592948221603,4.852440088249627
65,40,50,150,1.3290913492189294,4.8893134661130455
65,40,50,150,0.4224303532613074,4.247323160982455
65,40,50,150,1.6329560232445688,4.193106352068965
65,40,50,150,0.8601881460915917,1.4976598234365397
65,40,50,150,1.6170428937528167,2.304933673362192
65,40,50,300,3.0590985340655883,4.228951236197715
65,40,50,300,0.43269235244332827,2.944756896488948
65,40,50,300,0.44598949613764016,2.19928218335329
65,40,50,300,3.246952786815718,2.9763337691330847
65,40,50,300,3.1887581624241763,3.6526137022817835
65,40,50,600,1.7131846265880208,2.3624159510302634
65,40,50,600,1.9798911730915587,1.5867258023915725
65,40,50,600,2.930101463016923,3.4260530747840505
65,40,50,600,2.2155271271016197,0.9358745952355412
65,40,50,600,0.8804672585185223,4.455692236199532
65,40,100,150,4.909688073108834,1.1937659882667244
65,40,100,150,4.638247128412649,1.4307879765824587
65,40,100,150,4.277159801739682,3.3455347006814646
65,40,100,150,0.39501678780981475,1.3191142319663314
65,40,100,150,0.7340025114070483,4.718387190860644
65,40,100,300,0.7512215276964198,3.2406191320278555
65,40,100,300,3.0838999703010863,4.296628501297335
65,40,100,300,3.2655403274254815,3.592459425913674
65,40,100,300,3.8871313821728286,4.366312615558876
65,40,100,300,3.708365381558324,1.1018919858937912
65,40,100,600,3.7836772141861825,1.5516543284081872
65,40,100,600,0.791284743895391,2.3839751999610597
65,40,100,600,2.8846093325394215,2.300226512369607
65,40,100,600,3.6767203626571345,1.8120024659455252
65,40,100,600,1.561203024827735,3.1918043249074257
65,40,250,150,1.6143324747801597,1.4595770875032414
65,40,250,150,1.9745763087116535,1.1359256302033285
65,40,250,150,2.318982661866072,1.3252176339664927
65,40,250,150,1.2243099924349503,4.321744865751596
65,40,250,150,1.1144832660537398,2.995554690349542
65,40,250,300,0.5780333502841539,3.5664439792096134
65,40,250,300,4.360959724030635,1.076141452968446
65,40,250,300,2.627552114690062,0.8414571289480224
65,40,250,300,1.5433069159907464,3.803717003759593
65,40,250,300,0.36879032317104793,3.2240660673215675
65,40,250,600,3.288699930591181,0.8539009695376267
65,40,250,600,1.7452693171559708,4.912779575668968
65,40,250,600,3.348197936828421,4.6518004239755895
65,40,250,600,2.5911460819885908,0.6132326193899056
65,40,250,600,4.731964240894836,4.2217828588974005
65,40,500,150,3.233895885551598,3.838071972281032
65,40,500,150,2.551575800450118,1.1936572859086723
65,40,500,150,4.9977988362920955,2.8513263458118936
65,40,500,150,3.9720965785297038,2.671580410547265
65,40,500,150,0.6641594651560385,3.6151262991057314
65,40,500,300,0.7673560723329422,0.6931059617342324
65,40,500,300,2.5154300453621485,4.3094984021310765
65,40,500,300,3.734535983969003,1.8025320172182109
65,40,500,300,2.960006382587966,2.866293570775673
65,40,500,300,1.184434236777949,1.632951209125458
65,40,500,600,2.1656996456229356,4.757230315578011
65,40,500,600,0.9687216000050527,3.7029407928365843
65,40,500,600,1.1091496837841723,3.7352480538501664
65,40,500,600,0.8591575191957228,4.047721892175323
65,40,500,600,3.933988418009167,1.349747395553608
